,DB00997,DB00526,DB00544,DB00853,DB00515,DB00441,DB00317,DB08865,DB01229,DB00987,DB00530,DB00675,DB00619,DB00072,DB00254,DB00188,DB00813,DB01698,DB00398,DB01259,DB00958,DB09078,DB01248,DB01101,DB01234,DB08881,DB09330,DB08916,DB00773,DB00563,DB00541,DB00877,DB00002,DB12257,DB01590,DB06287,DB11651,DB00661,DB00136,DB00361,DB00947,DB00248,DB01200,DB00945,DB08899,DB00305,DB00396,DB01268,DB00635,DB01128,DB00252,DB01262,DB01042,DB04115,DB06641,DB09053,DB04690,DB00531,DB09063,DB01204,DB01217,DB00914,DB02546,DB11885,DB09074,DB07232,DB16101,DB00860,DB00818,DB00694,DB12565,DB15588
DB00530,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14285714285714285,0.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.1111111111111111,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.045454545454545456,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB01698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.2,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB01259,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00958,0.2,1.0,0.3333333333333333,1.0,0.2,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.3333333333333333,0.0,0.0
DB09078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB01248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB01101,0.14285714285714285,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.2,0.0,0.0
DB01234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.2,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.2,0.0,0.0,0.0,0.0
DB08881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB09330,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB08916,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.1,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00773,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.6666666666666666,0.0,0.0
DB00563,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04208697637081544,1.0,1.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB00002,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.0,1.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB12257,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,1.0,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544
DB01590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04208697637081544,1.0,1.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB06287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04208697637081544,1.0,1.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
DB11651,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,1.0,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544,0.04208697637081544
DB00661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,1.0,0.0,0.0,0.0,0.0967741935483871,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208697637081544,0.0,0.0,0.04208697637081544,0.0,0.0,0.0,0.0,0.0
